Region	Activity	lower_frequency	upper_frequency	Category	Service	Footnotes
US	Non-Federal-Government	930000000	931000000		-	US116,US268
US	Non-Federal-Government	930000000	931000000	p	Fixed	
US	Non-Federal-Government	930000000	931000000	p	Mobile	
US	Non-Federal-Government	931000000	932000000		-	US116,US268
US	Non-Federal-Government	931000000	932000000	p	Fixed	
US	Non-Federal-Government	931000000	932000000	p	Land Mobile	
US	Non-Federal-Government	932000000	935000000		-	US268,NG120
US	Non-Federal-Government	932000000	935000000	p	Fixed	
US	Non-Federal-Government	935000000	940000000		-	US116,US268
US	Non-Federal-Government	935000000	940000000	p	Fixed	
US	Non-Federal-Government	935000000	940000000	p	Land Mobile	
US	Non-Federal-Government	940000000	941000000		-	US116,US268
US	Non-Federal-Government	940000000	941000000	p	Fixed	
US	Non-Federal-Government	940000000	941000000	p	Mobile	
US	Non-Federal-Government	941000000	944000000		-	US268,US301,NG30,NG120
US	Non-Federal-Government	941000000	944000000	p	Fixed	
US	Non-Federal-Government	944000000	960000000		-	NG120
US	Non-Federal-Government	944000000	960000000	p	Fixed	
US	Non-Federal-Government	960000000	1164000000		-	US224,US400
US	Non-Federal-Government	960000000	1164000000	p	Aeronautical Radionavigation	5.328
US	Non-Federal-Government	1164000000	1215000000		-	5.328A,US224
US	Non-Federal-Government	1164000000	1215000000	p	Aeronautical Radionavigation	5.328
US	Non-Federal-Government	1164000000	1215000000	p	Radionavigation-Satellite (space-to-Earth)	
US	Non-Federal-Government	1215000000	1240000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	1215000000	1240000000	s	Space Research (active)	
US	Non-Federal-Government	1240000000	1300000000		-	5.282
US	Non-Federal-Government	1240000000	1300000000	p	Aeronautical Radionavigation	
US	Non-Federal-Government	1240000000	1300000000	s	Amateur	
US	Non-Federal-Government	1240000000	1300000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	1240000000	1300000000	s	Space Research (active)	
US	Non-Federal-Government	1300000000	1350000000		-	US342
US	Non-Federal-Government	1300000000	1350000000	p	Aeronautical Radionavigation	5.337
US	Non-Federal-Government	1350000000	1390000000		-	5.334,5.339,US342,US385
US	Non-Federal-Government	1390000000	1392000000		-	5.339,US37,US342,US385,US398
US	Non-Federal-Government	1390000000	1392000000	p	Fixed	
US	Non-Federal-Government	1390000000	1392000000	s	Fixed-Satellite (Earth-to-space) 	US368
US	Non-Federal-Government	1390000000	1392000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	1392000000	1395000000		-	5.339,US37,US342,US385,US398
US	Non-Federal-Government	1392000000	1395000000	p	Fixed	
US	Non-Federal-Government	1392000000	1395000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	1395000000	1400000000		-	5.339,US37,US342,US385,US398
US	Non-Federal-Government	1395000000	1400000000	p	Land Mobile (medical telemetry and medical telecommand)	
US	Non-Federal-Government	1400000000	1427000000		-	5.341,US246
US	Non-Federal-Government	1400000000	1427000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	1400000000	1427000000	p	Radio Astronomy	US74
US	Non-Federal-Government	1400000000	1427000000	p	Space Research (passive)	
US	Non-Federal-Government	1427000000	1429500000		-	5.341,US37,US350,US398
US	Non-Federal-Government	1427000000	1429500000	s	Fixed (telemetry)	
US	Non-Federal-Government	1427000000	1429500000	p	Land Mobile (telemetry and telecommand)	
US	Non-Federal-Government	1429500000	1430000000		-	5.341,US37,US350,US398
US	Non-Federal-Government	1429500000	1430000000	p	Fixed (telemetry and telecommand)	
US	Non-Federal-Government	1429500000	1430000000	p	Land Mobile (telemetry and telecommand)	
US	Non-Federal-Government	1430000000	1432000000		-	5.341,US37,US350,US398
US	Non-Federal-Government	1430000000	1432000000	p	Fixed (telemetry and telecommand)	
US	Non-Federal-Government	1430000000	1432000000	s	Fixed-Satellite (space-to-Earth) 	US368
US	Non-Federal-Government	1430000000	1432000000	p	Land Mobile (telemetry and telecommand)	
US	Non-Federal-Government	1432000000	1435000000		-	5.341,US361
US	Non-Federal-Government	1432000000	1435000000	p	Fixed	
US	Non-Federal-Government	1432000000	1435000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	1435000000	1525000000		-	5.341,US78
US	Non-Federal-Government	1435000000	1525000000	p	Mobile (aeronautical telemetry)	
US	Non-Federal-Government	1525000000	1535000000		-	5.341,5.351
US	Non-Federal-Government	1525000000	1535000000	p	Mobile-Satellite (space-to-Earth) 	US315,US380
US	Non-Federal-Government	1535000000	1559000000		-	5.341,5.351,5.356
US	Non-Federal-Government	1535000000	1559000000	p	Mobile-Satellite (space-to-Earth) 	US308,US309,US315,US380
US	Non-Federal-Government	1559000000	1610000000		-	5.341,US208,US260,US343
US	Non-Federal-Government	1559000000	1610000000	p	Aeronautical Radionavigation	
US	Non-Federal-Government	1559000000	1610000000	p	Radionavigation-Satellite (space-to-Earth)	
US	Non-Federal-Government	1610000000	1610600000		-	5.341,5.364,5.366,5.367,5.368,5.372,US208
US	Non-Federal-Government	1610000000	1610600000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	1610000000	1610600000	p	Mobile-Satellite (Earth-to-space) 	US319,US380
US	Non-Federal-Government	1610000000	1610600000	p	Radiodetermination-Satellite (Earth-to-space)	
US	Non-Federal-Government	1610600000	1613800000		-	5.341,5.364,5.366,5.367,5.368,5.372,US208,US342
US	Non-Federal-Government	1610600000	1613800000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	1610600000	1613800000	p	Mobile-Satellite (Earth-to-space) 	US319,US380
US	Non-Federal-Government	1610600000	1613800000	p	Radio Astronomy	
US	Non-Federal-Government	1610600000	1613800000	p	Radiodetermination-Satellite (Earth-to-space)	
US	Non-Federal-Government	1613800000	1626500000		-	5.341,5.364,5.365,5.366,5.367,5.368,5.372,US208
US	Non-Federal-Government	1613800000	1626500000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	1613800000	1626500000	p	Mobile-Satellite (Earth-to-space) 	US319,US380
US	Non-Federal-Government	1613800000	1626500000	s	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	1613800000	1626500000	p	Radiodetermination-Satellite (Earth-to-space)	
US	Non-Federal-Government	1626500000	1660000000		-	5.341,5.351,5.375
US	Non-Federal-Government	1626500000	1660000000	p	Mobile-Satellite (Earth-to-space) 	US308,US309,US315,US380
US	Non-Federal-Government	1660000000	1660500000		-	5.341,5.351,US342
US	Non-Federal-Government	1660000000	1660500000	p	Mobile-Satellite (Earth-to-space) 	US308,US309,US380
US	Non-Federal-Government	1660000000	1660500000	p	Radio Astronomy	
US	Non-Federal-Government	1660500000	1668400000		-	5.341,US246
US	Non-Federal-Government	1660500000	1668400000	p	Radio Astronomy	US74
US	Non-Federal-Government	1660500000	1668400000	p	Space Research (passive)	
US	Non-Federal-Government	1668400000	1670000000		-	5.341,US99,US342
US	Non-Federal-Government	1668400000	1670000000	p	Meteorological Aids (radiosonde)	
US	Non-Federal-Government	1668400000	1670000000	p	Radio Astronomy	US74
US	Non-Federal-Government	1670000000	1675000000		-	5.341,US211,US362
US	Non-Federal-Government	1670000000	1675000000	p	Fixed	
US	Non-Federal-Government	1670000000	1675000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	1675000000	1700000000		-	5.289,5.341,US211
US	Non-Federal-Government	1675000000	1700000000	p	Meteorological Aids (radiosonde)	
US	Non-Federal-Government	1675000000	1700000000	p	Meteorological-Satellite (space-to-Earth)	
US	Non-Federal-Government	1700000000	1710000000		-	5.289,5.341
US	Non-Federal-Government	1700000000	1710000000	s	Fixed	
US	Non-Federal-Government	1700000000	1710000000	p	Meteorological-Satellite (space-to-Earth)	
US	Non-Federal-Government	1710000000	1755000000		-	5.341,US385,US378
US	Non-Federal-Government	1710000000	1755000000	p	Fixed	
US	Non-Federal-Government	1710000000	1755000000	p	Mobile	
US	Non-Federal-Government	1755000000	1850000000		-	
US	Non-Federal-Government	1850000000	2000000000		-	NG177
US	Non-Federal-Government	1850000000	2000000000	p	Fixed	
US	Non-Federal-Government	1850000000	2000000000	p	Mobile	
US	Non-Federal-Government	2000000000	2020000000	p	Fixed	
US	Non-Federal-Government	2000000000	2020000000	p	Mobile	
US	Non-Federal-Government	2000000000	2020000000	p	Mobile-Satellite (Earth-to-space)	
US	Non-Federal-Government	2020000000	2025000000		-	NG177
US	Non-Federal-Government	2020000000	2025000000	p	Fixed	
US	Non-Federal-Government	2020000000	2025000000	p	Mobile	
US	Non-Federal-Government	2025000000	2110000000		-	5.392,US90,US222,US346,US347,US393
US	Non-Federal-Government	2025000000	2110000000	p	Fixed	NG118
US	Non-Federal-Government	2025000000	2110000000	p	Mobile	5.391
US	Non-Federal-Government	2110000000	2120000000		-	US252
US	Non-Federal-Government	2110000000	2120000000	p	Fixed	
US	Non-Federal-Government	2110000000	2120000000	p	Mobile	
US	Non-Federal-Government	2120000000	2180000000		-	NG153,NG178
US	Non-Federal-Government	2120000000	2180000000	p	Fixed	
US	Non-Federal-Government	2120000000	2180000000	p	Mobile	
US	Non-Federal-Government	2180000000	2200000000		-	NG168
US	Non-Federal-Government	2180000000	2200000000	p	Fixed	
US	Non-Federal-Government	2180000000	2200000000	p	Mobile	
US	Non-Federal-Government	2180000000	2200000000	p	Mobile-Satellite (space-to-Earth)	
US	Non-Federal-Government	2200000000	2290000000		-	US303
US	Non-Federal-Government	2290000000	2300000000	p	Space Research (deep space)	
US	Non-Federal-Government	2300000000	2305000000	s	Amateur	
US	Non-Federal-Government	2305000000	2310000000		-	US338
US	Non-Federal-Government	2305000000	2310000000	s	Amateur	
US	Non-Federal-Government	2305000000	2310000000	p	Fixed	
US	Non-Federal-Government	2305000000	2310000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	2305000000	2310000000	p	Radiolocation	
US	Non-Federal-Government	2310000000	2320000000		-	5.396,US327
US	Non-Federal-Government	2310000000	2320000000	p	Broadcasting-Satellite	
US	Non-Federal-Government	2310000000	2320000000	p	Fixed	
US	Non-Federal-Government	2310000000	2320000000	p	Mobile	US339
US	Non-Federal-Government	2310000000	2320000000	p	Radiolocation	
US	Non-Federal-Government	2320000000	2345000000		-	5.396,US327
US	Non-Federal-Government	2320000000	2345000000	p	Broadcasting-Satellite	
US	Non-Federal-Government	2345000000	2360000000		-	5.396,US327
US	Non-Federal-Government	2345000000	2360000000	p	Broadcasting-Satellite	
US	Non-Federal-Government	2345000000	2360000000	p	Fixed	
US	Non-Federal-Government	2345000000	2360000000	p	Mobile	US339
US	Non-Federal-Government	2345000000	2360000000	p	Radiolocation	
US	Non-Federal-Government	2360000000	2390000000		-	US101
US	Non-Federal-Government	2360000000	2390000000	p	Mobile	US276
US	Non-Federal-Government	2390000000	2395000000		-	US101
US	Non-Federal-Government	2390000000	2395000000	p	Amateur	
US	Non-Federal-Government	2390000000	2395000000	p	Mobile	US276
US	Non-Federal-Government	2395000000	2400000000		-	US101
US	Non-Federal-Government	2395000000	2400000000	p	Amateur	
US	Non-Federal-Government	2400000000	2417000000		-	5.150,5.282
US	Non-Federal-Government	2400000000	2417000000	p	Amateur	
US	Non-Federal-Government	2417000000	2450000000		-	5.150,5.282
US	Non-Federal-Government	2417000000	2450000000	s	Amateur	
US	Non-Federal-Government	2450000000	2483500000		-	5.150,US41
US	Non-Federal-Government	2450000000	2483500000	p	Fixed	
US	Non-Federal-Government	2450000000	2483500000	p	Mobile	
US	Non-Federal-Government	2450000000	2483500000	s	Radiolocation	
US	Non-Federal-Government	2483500000	2495000000		-	5.150,5.402,US41,US319,NG147
US	Non-Federal-Government	2483500000	2495000000	p	Mobile-Satellite (space-to-Earth) 	US380
US	Non-Federal-Government	2483500000	2495000000	p	Radiodetermination-Satellite (space-to-Earth) 	5.398
US	Non-Federal-Government	2495000000	2500000000		-	5.150,5.402,US41,US319,US391,NG147
US	Non-Federal-Government	2495000000	2500000000	p	Fixed	
US	Non-Federal-Government	2495000000	2500000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	2495000000	2500000000	p	Mobile-Satellite (space-to-Earth) 	US380
US	Non-Federal-Government	2495000000	2500000000	p	Radiodetermination-Satellite (space-to-Earth) 	5.398
US	Non-Federal-Government	2500000000	2655000000		-	5.339
US	Non-Federal-Government	2500000000	2655000000	p	Fixed	US205
US	Non-Federal-Government	2500000000	2655000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	2655000000	2690000000		-	US385
US	Non-Federal-Government	2655000000	2690000000	s	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	2655000000	2690000000	p	Fixed	US205
US	Non-Federal-Government	2655000000	2690000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	2655000000	2690000000	s	Radio Astronomy	
US	Non-Federal-Government	2655000000	2690000000	s	Space Research (passive)	
US	Non-Federal-Government	2690000000	2700000000		-	US246
US	Non-Federal-Government	2690000000	2700000000	p	Earth Exploration-Satellite (passive)	
US	Non-Federal-Government	2690000000	2700000000	p	Radio Astronomy	US74
US	Non-Federal-Government	2690000000	2700000000	p	Space Research (passive)	
US	Non-Federal-Government	2700000000	2900000000		-	5.423,US18
US	Non-Federal-Government	2900000000	3100000000		-	5.427,US316
US	Non-Federal-Government	2900000000	3100000000	p	Maritime Radionavigation	
US	Non-Federal-Government	2900000000	3100000000	s	Radiolocation	US44
US	Non-Federal-Government	3100000000	3300000000		-	US342
US	Non-Federal-Government	3100000000	3300000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	3100000000	3300000000	s	Radiolocation	
US	Non-Federal-Government	3100000000	3300000000	s	Space Research (active)	
US	Non-Federal-Government	3300000000	3500000000		-	5.282,US342
US	Non-Federal-Government	3300000000	3500000000	s	Amateur	
US	Non-Federal-Government	3300000000	3500000000	s	Radiolocation	US108
US	Non-Federal-Government	3600000000	3650000000	p	Fixed-Satellite (space-to-Earth) 	US245
US	Non-Federal-Government	3600000000	3650000000	s	Radiolocation	
US	Non-Federal-Government	3650000000	3700000000		-	US348,US349
US	Non-Federal-Government	3650000000	3700000000	p	Fixed	
US	Non-Federal-Government	3650000000	3700000000	p	Fixed-Satellite (space-to-Earth) 	NG169,NG185
US	Non-Federal-Government	3650000000	3700000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	3700000000	4200000000	p	Fixed	
US	Non-Federal-Government	3700000000	4200000000	p	Fixed-Satellite (space-to-Earth) 	NG180
US	Non-Federal-Government	4200000000	4400000000		-	5.440,US261
US	Non-Federal-Government	4200000000	4400000000	p	Aeronautical Radionavigation	
US	Non-Federal-Government	4400000000	4500000000		-	
US	Non-Federal-Government	4500000000	4800000000	p	Fixed-Satellite (space-to-Earth) 	5.441,US245
US	Non-Federal-Government	4800000000	4940000000		-	US203,US342
US	Non-Federal-Government	4940000000	4990000000		-	5.339,US342,US385
US	Non-Federal-Government	4940000000	4990000000	p	Fixed	
US	Non-Federal-Government	4940000000	4990000000	p	Mobile except aeronautical mobile	
US	Non-Federal-Government	4990000000	5000000000		-	US246
US	Non-Federal-Government	4990000000	5000000000	p	Radio Astronomy	US74
US	Non-Federal-Government	4990000000	5000000000	s	Space Research (passive)	
US	Non-Federal-Government	5000000000	5010000000		-	5.367,US211
US	Non-Federal-Government	5000000000	5010000000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	5000000000	5010000000	p	Radionavigation-Satellite (Earth-to-space)	
US	Non-Federal-Government	5010000000	5030000000		-	5.367,US211
US	Non-Federal-Government	5010000000	5030000000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	5010000000	5030000000	p	Radionavigation-Satellite (space-to-Earth) 	5.443B
US	Non-Federal-Government	5030000000	5091000000		-	5.367,US211,US444
US	Non-Federal-Government	5030000000	5091000000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	5091000000	5150000000		-	5.367,US211,US344,US444,US444A
US	Non-Federal-Government	5091000000	5150000000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	5150000000	5250000000		-	5.447C,US211,US307
US	Non-Federal-Government	5150000000	5250000000	p	Aeronautical Radionavigation	US260
US	Non-Federal-Government	5150000000	5250000000	p	Fixed-Satellite (Earth-to-space) 	5.447A,US344
US	Non-Federal-Government	5250000000	5255000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	5250000000	5255000000	s	Radiolocation	
US	Non-Federal-Government	5250000000	5255000000	s	Space Research	
US	Non-Federal-Government	5255000000	5350000000		-	5.448A
US	Non-Federal-Government	5255000000	5350000000	s	Earth Exploration-Satellite (active)	
US	Non-Federal-Government	5255000000	5350000000	s	Radiolocation	
US	Non-Federal-Government	5255000000	5350000000	s	Space Research (active)	
US	Non-Federal-Government	5350000000	5460000000		-	US390
